text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
Four weeks.,calm_neutral,1959,1,0,inform,Four weeks.,no emotion,calm_neutral,11,True
"Yes, both. Last trip I fished a little and hiked five miles.",happiness,1128,5,0,inform,"Yes, both. Last trip I fished a little and hiked five miles.",happiness,happiness,8,False
"I like bowling, but I prefer to be along with you.",happiness,2053,7,0,commissive,"I like bowling, but I prefer to be along with you.",happiness,happiness,8,False
Would you like some more rice?,happiness,916,4,0,directive,Would you like some more rice?,happiness,happiness,8,False
"To be honest, umm I was just dumped.",depression,839,1,0,inform,"To be honest, umm I was just dumped.",sadness,depression,0,False
"Oh, yes. I get six Korean channels but nothing in English!",anger,2347,11,1,inform,"Oh, yes. I get six Korean channels but nothing in English!",anger,anger,3,False
At eight thirty.,calm_neutral,536,6,0,inform,At eight thirty.,no emotion,calm_neutral,11,False
No! Umm my tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!,depression,2351,1,0,inform,No! Umm my tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!,sadness,depression,0,False
I’m awfully sorry to hear that. I’ll turn to it right away.,depression,484,5,1,commissive,I am awfully sorry to hear that. I will turn to it right away.,sadness,depression,0,False
Really? Do you like it?,excitement,1431,2,1,question,Really? Do you like it?,surprise,excitement,10,False
I am awfully sorry. Please tell us about the stains before the dry-cleaning next time.,depression,1446,11,1,directive,I am awfully sorry. Please tell us about the stains before the dry-cleaning next time.. This has been going on for a while,sadness,depression,0,True
"Oh, wow! It's really him! Who is that woman he's with?",excitement,863,8,1,question,"Oh, wow! It is really him! Who is that woman he is with?",surprise,excitement,10,False
I just watched a movie and I'm scared.,anxiety,1649,3,0,inform,I just watched a movie and I am scared.,fear,anxiety,1,False
"Sorry, you have the wrong number. There's no Brian here.",depression,586,1,0,commissive,"Sorry, you have the wrong number. There is no Brian here.",sadness,depression,0,False
"Yes, I think even though we are adults, it's still a good place for us to relax.",calm_neutral,2139,1,1,inform,"Honestly, Yes, I think even though we are adults, it is still a good place for us to relax.",no emotion,calm_neutral,11,True
I just lost my job. I'm just worried about how I'm going to pay the bills.,depression,1738,1,0,inform,I just lost my job. I am just worried about how I am going to pay the bills.,sadness,depression,0,False
I'm worried that everything will be chaotic!,anxiety,658,3,1,inform,I am worried that everything will be chaotic!,fear,anxiety,1,False
Will that be all for today?,calm_neutral,659,8,0,question,Will that be all for today?,no emotion,calm_neutral,11,False
"Yes, I like it very much.",happiness,228,9,0,inform,"Yes, I like it very much.",happiness,happiness,8,False
"Not from this brand, I'm afraid.",depression,1023,8,0,inform,"Not from this brand, I am afraid.",sadness,depression,0,False
I feel so tired.,depression,2530,1,0,inform,I feel so tired.,sadness,depression,0,False
"Thank you for waiting. It takes another ten to fifteen minutes, I'm afraid.",depression,1257,2,1,directive,"Thank you for waiting. It takes another ten to fifteen minutes, I am afraid.",sadness,depression,0,False
"Mr. Rodgers, this is George. He will take care of your luggage. If there is anything I can do for you, please let me know.",calm_neutral,1554,12,1,directive,"Mr. Rodgers, this is George. He will take care of your luggage. If there is anything I can do for you, please let me know.",no emotion,calm_neutral,11,False
What? Do you mean that you are pregnant? Is it true?,excitement,2133,3,0,question,What? Do you mean that you are pregnant? Is it true?,surprise,excitement,10,False
"Umm, how's life going, Zhang Lin?",happiness,456,2,0,question,"I really feel umm, how is life going, zhang lin?",happiness,happiness,8,True
"Well, there's nothing I can do about my height!",anger,563,4,0,inform,"Well, there is nothing I can do about my height!",anger,anger,3,False
Married whom?,calm_neutral,1026,1,1,question,Married whom?,no emotion,calm_neutral,11,False
You're kidding. The story and acting were outstanding.,excitement,1743,6,0,inform,You are kidding. The story and acting were outstanding.,surprise,excitement,10,True
I'm sorry. I didn't reconfirm in time and they gave away half of the seats.,depression,2327,4,0,inform,I am sorry. I did not reconfirm in time and they gave away half of the seats.,sadness,depression,0,False
Maybe we’ll meet some of the artists too.,happiness,2392,5,1,directive,Maybe we will meet some of the artists too. and it's affecting me deeply,happiness,happiness,8,True
I have a terrible toothache.,depression,1594,0,1,inform,I have a terrible toothache.. This has been going on for a while,sadness,depression,0,True
No. I couldn’t find a policeman.,depression,343,7,1,inform,No. I could not find a policeman.,sadness,depression,0,False
That's the cutest little doll I've ever seen in my life!,excitement,1891,2,0,inform,"Lately, that is the cutest little doll i have ever seen in my life!",surprise,excitement,10,True
"Oh, My God! So much!",anger,30,7,1,commissive,"Lately, oh, my god! so much!",disgust,anger,3,True
"Oh, gosh! I have to go to the restroom so bad! I can't bear it anymore!",anger,732,4,1,inform,"Oh, gosh! I have to go to the restroom so bad! I cannot bear it anymore!",anger,anger,3,False
"If so, I'd better try another store.",depression,1303,11,1,inform,"If so, I would better try another store.",sadness,depression,0,False
Well take your time. There are so many things to sell.,calm_neutral,1793,1,0,directive,Well take your time. There are so many things to sell.,no emotion,calm_neutral,11,False
How in the world did you guess that? Did someone tell you already?,excitement,1950,2,0,question,How in the world did you guess that? Did someone tell you already?,surprise,excitement,10,False
It's the holidays! Everybody knows how hard it is to get tickets!,anger,2327,9,1,inform,It is the holidays! Everybody knows how hard it is to get tickets!,anger,anger,3,False
"Yes, sir. Is there anything else you want, sir?",calm_neutral,129,6,1,question,"Yes, sir. Is there anything else you want, sir?",no emotion,calm_neutral,11,False
"Umm. That's what I thought, too. And I always enjoy watching Anthony Hopkins.",calm_neutral,372,5,0,inform,"Umm. That is what I thought, too. And I always enjoy watching Anthony Hopkins.",no emotion,calm_neutral,11,False
He is not answering. You'd better check his pulse and breathing.,anxiety,433,3,0,directive,He is not answering. You would better check his pulse and breathing.,fear,anxiety,1,False
I apologize for that. But the space is too small.,depression,2517,9,0,commissive,I apologize for that. But the space is too small.,sadness,depression,0,False
"You've just scratched my car. Oh, God, a paint was scratched off.",anger,2517,2,1,inform,"You have just scratched my car. Oh, God, a paint was scratched off.",anger,anger,3,False
Not on your life! I know I'd break my leg,anxiety,1667,8,1,commissive,Not on your life! I know I would break my leg,fear,anxiety,1,False
Because the board said sixty pesos for every Taiwan dollar.,excitement,701,10,1,inform,Because the board said sixty pesos for every Taiwan dollar.,surprise,excitement,10,False
"Oh, dear. That’s terrible. Umm, not at all what I expected.",anger,491,3,0,commissive,"Oh, dear. That is terrible. Umm, not at all what I expected.",disgust,anger,3,False
Haha. Wish you good luck.,happiness,91,7,0,inform,Haha. Wish you good luck.,happiness,happiness,8,False
It's my mother. She's sick and needs someone to take care of her. I'm the only one who can do it.,depression,623,12,1,inform,It is my mother. She is sick and needs someone to take care of her. I am the only one who can do it.,sadness,depression,0,False
"OK, a bottle of the house red please!",happiness,2021,7,1,commissive,"OK, a bottle of the house red please!",happiness,happiness,8,True
"Really? Oh, well, in that case we should play together some time. What's your handicap?",excitement,713,5,1,question,"I really feel really? oh, well, in that case we should play together some time. what is your handicap?",surprise,excitement,10,True
Are you serious?,excitement,1356,6,0,question,Are you serious?,surprise,excitement,10,False
I use those sites. Hey! Let's go check out a flea market later.,anxiety,500,4,0,directive,I use those sites. Hey! Let us go check out a flea market later.,fear,anxiety,1,False
Really? I'm not much of an outdoor person. What do you like about it?,excitement,1128,2,1,question,"Lately, really? i am not much of an outdoor person. what do you like about it?",surprise,excitement,10,True
Really? You guys must be really tight.,excitement,1438,2,1,question,Really? You guys must be really tight.,surprise,excitement,10,False
You should feel shameful for your behavior.,anger,791,6,1,inform,You should feel shameful for your behavior.,anger,anger,3,False
They said that they did. I've been so busy...,depression,2327,6,0,inform,They said that they did. I have been so busy...,sadness,depression,0,False
That sounds absolutely disgusting!,anger,896,8,0,inform,That sounds absolutely disgusting!,disgust,anger,3,False
"Sorry, I made a mistake. They're on the right side of the TV.",depression,1180,17,0,inform,"Sorry, I made a mistake. They are on the right side of the TV.",sadness,depression,0,True
"I'll use my VISA, if that's OK.",calm_neutral,280,8,0,inform,"I will use my VISA, if that is OK.",no emotion,calm_neutral,11,False
Really? How long have you been playing piano?,excitement,358,2,0,question,Really? How long have you been playing piano?,surprise,excitement,10,False
"No, but she speaks English fluently.",calm_neutral,1004,5,0,inform,"No, but she speaks English fluently.",no emotion,calm_neutral,11,False
You’re welcome.,happiness,1824,5,1,inform,You are welcome.,happiness,happiness,8,False
"Oh, My God! So much!",anger,30,7,1,commissive,"Lately, oh, my god! so much!",disgust,anger,3,True
Yes. There's one on the corner of twenty third street.,calm_neutral,1010,1,0,inform,Yes. There is one on the corner of twenty third street.,no emotion,calm_neutral,11,False
Thank you very much.,anxiety,1783,11,0,commissive,Thank you very much.,fear,anxiety,1,False
Flowers for my favorite girl.,happiness,2271,0,0,inform,"Lately, flowers for my favorite girl.",happiness,happiness,8,True
OK. Umm... I'll take it.,happiness,1132,9,0,inform,OK. Umm... I will take it.,happiness,happiness,8,False
( Afternoon ) Miss Liu. Are you typing my report?,calm_neutral,1410,7,0,directive,( Afternoon ) Miss Liu. Are you typing my report?,no emotion,calm_neutral,11,False
