text,emotion,dialog_idx,utterance_idx,speaker,act
"Next Tuesday?! It will be the twenty first of May. Oh, dear. Arm... I promised my aunt I would be at her birthday party.",no emotion,50,8,0,commissive
What do you say to next Wednesday then?,no emotion,50,9,1,directive
"Let me see. Yes, Mary. Let's make it next Wednesday.",no emotion,50,10,0,commissive
OK. Bye.,no emotion,50,11,1,inform
I'm going to try sky diving this weekend.,happiness,51,0,0,inform
I wouldn't do it if I were you.,no emotion,51,1,1,inform
It's sounds like fun.,happiness,51,2,0,inform
"It's very dangerous, you know.",no emotion,51,3,1,inform
I want to try something exciting.,happiness,51,4,0,inform
"It's an easy way to get hurt, let me tell you.",no emotion,51,5,1,inform
I'll tell you all about it next Monday.,happiness,51,6,0,inform
"Well, take care of yourself, and don't say I didn't warn you.",no emotion,51,7,1,inform
"Hi, Michelle. What's with you? You look angry.",no emotion,52,0,0,question
"Nah, I just check my weight, I'm getting fatter.",no emotion,52,1,1,inform
"True, you are getting a really pot belly, aren't you?",no emotion,52,2,0,question
"I'll get you for that comments, George.",no emotion,52,3,1,inform
"Just kidding, umm. Why don't you come work out with me?",no emotion,52,4,0,directive
"Ah, I don't know a fit works. Last time, all I saw the gym were bunch of lidos, like me.",no emotion,52,5,1,commissive
"It works if you keep at it. Come on, let's go!",no emotion,52,6,0,directive
All right. But so help me it better work.,no emotion,52,7,1,commissive
This feels great. I'm all reed up. I can keep going all night.,no emotion,52,8,0,inform
Umm not me. I'm too hot and I'm too tired.,no emotion,52,9,1,inform
Exercise has no benefit unless you sweat like a pig.,no emotion,52,10,0,inform
"Well, that's not for me.",no emotion,52,11,1,inform
"Thanks for coming, it was a real blessed.",happiness,52,12,0,inform
Get out of it! It wasn't as good as you think.,anger,52,13,1,inform
"You'll get used to it, Michelle, trust me.",no emotion,52,14,0,inform
I have applied for a transfer.,no emotion,53,0,1,inform
Really? Umm do you mean that you are leaving?,surprise,53,1,0,question
Yes. I think it's time to move on. I’ve already been here too long.,no emotion,53,2,1,inform
Where do you want to go?,no emotion,53,3,0,question
"Well, I want to be transferred to the Shanghai office.",no emotion,53,4,1,inform
I will miss you. But anyway I wish you every success at your new post.,no emotion,53,5,0,inform
Thanks. It's been a pleasure working with you.,no emotion,53,6,1,inform
Hello?,no emotion,54,0,1,inform
"Hello, is this four-four-eight-two-zero-nine-eight-seven? I'd like to speak to Mr. Doff.",no emotion,54,1,0,directive
I am sorry. Mr. Doff is out right now.,sadness,54,2,1,commissive
Umm may I know when he will be back?,no emotion,54,3,0,directive
I don't know. But he will certainly be back for lunch. This is his wife speaking. Can I take a message for you?,no emotion,54,4,1,directive
"Thanks, Mrs. Doff. Please tell him to be at the airport at three p.m.",no emotion,54,5,0,commissive
"Very Good. I will let him know as soon as he comes back. But, may I have your name, please?",no emotion,54,6,1,directive
This is Jim White. Thank you. Bye.,no emotion,54,7,0,commissive
Good morning. SRC international. How may I help you?,no emotion,55,0,1,question
Good morning. I'd like to speak to Peter. Chen Please.,no emotion,55,1,0,directive
Certainly. Who should I say is calling?,no emotion,55,2,1,question
This is Tim. Hunter from Hunter industries.,no emotion,55,3,0,inform
And what is it regarding please?,no emotion,55,4,1,question
We have an appointment for this afternoon. Mr.Chen will know why I'm calling.,no emotion,55,5,0,inform
"Of course, Please hold the line Mr. Hunter.",no emotion,55,6,1,directive
You look like in perfect condition.,no emotion,56,0,0,inform
I go to the gym every day to keep fit.,no emotion,56,1,1,inform
Which sports do you participate in?,no emotion,56,2,0,question
Umm.. I've been doing yoga for a long time.,no emotion,56,3,1,inform
Can you tell me something about yoga?,no emotion,56,4,0,directive
"Yoga is used to promote people's physical, intellectual and mental harmony and healthy.",no emotion,56,5,1,commissive
How do you feel when you practice yoga?,no emotion,56,6,0,question
"Oh, I feel really tired and sweat a lot.",no emotion,56,7,1,inform
But it will help you keep fit.,no emotion,56,8,0,inform
"Sure. But more importantly, I can have peace of mind.",no emotion,56,9,1,inform
Do you like reading magazines?,no emotion,57,0,1,question
"No, I don't.",no emotion,57,1,0,inform
Because I think it's boring,no emotion,57,3,0,inform
"No, you can learn a lot from them.",no emotion,57,4,1,inform
Learn a lot? Really?,no emotion,57,5,0,question
Absolutely. And it's a good way to kill time during the tour.,no emotion,57,6,1,inform
Do you have magazines now?,no emotion,57,7,0,question
"Yes, I do.",no emotion,57,8,1,inform
Can you lend me one?,no emotion,57,9,0,directive
Sure. Here you are.,happiness,57,10,1,commissive
The weather in Beijing is just beautiful.,no emotion,58,0,0,inform
Autumn is the best season in Beijing you know?,no emotion,58,1,1,question
Yes. Umm I can see. The summer heat is over. And the winter cold is still far away.,no emotion,58,2,0,inform
What is the weather like in Washington at this time of this year?,no emotion,58,3,1,question
Autumn is also very nice In Washington.,no emotion,58,4,0,inform
Is it very cold in winter there?,no emotion,58,5,1,question
No. it isn’t. But sometimes it snows a lot in winter.,no emotion,58,6,0,inform
Does it rain a lot in summer there?,no emotion,58,7,1,question
Oh. Yes. Sometimes it rains very heavily.,no emotion,58,8,0,inform
How about here in Beijing?,no emotion,58,9,1,question
There’s a lot of rain in summer. But it seldom rains in autumn.,no emotion,58,10,0,inform
I feel it’s rather dry here.,no emotion,58,11,1,inform
That’s true. many people from the south don’t like the weather here.,no emotion,58,12,0,inform
Are you from south?,no emotion,58,13,1,question
No. I’m from the north. I was born in Beijing actually.,no emotion,58,14,0,inform
I see. So this is your hometown?,no emotion,58,15,1,question
What are you reading? You've had your nose buried in that book since last night.,no emotion,59,0,0,question
This book is so good. I just can't put it down! It's called 'The Power of One'.,happiness,59,1,1,inform
I haven't read a book like that for as long as I can remember.,happiness,59,2,0,inform
"Me either. From the very first page, this author just pulled me right in!",happiness,59,3,1,inform
Can I read it when you're finished?,happiness,59,4,0,directive
Yes. I'm in the last chapter now and it is just gripping.,happiness,59,5,1,commissive
Don't tell me anything about it. I want to read it for myself.,no emotion,59,6,0,directive
OK. But be prepared for an all-nighter! I doubt you will want to put it down either.,no emotion,59,7,1,commissive
"May I help you, sir?",no emotion,60,0,1,question
"Yes, please. I'd like to buy a gift for my younger brother. He's going to take a trip to South America.",no emotion,60,1,0,directive
By air or by sea?,no emotion,60,2,1,question
By air. So my gift should be quite light. What can you suggest?,no emotion,60,3,0,question
How about this wallet? It's made of fine leather.,no emotion,60,4,1,directive
My sister already gave him one. I like something unusual.,no emotion,60,5,0,commissive
This gift is the best for a man who has everything.,no emotion,60,6,1,directive
"Oh, a nice handkerchief. That's a great idea. I'll take it.",happiness,60,7,0,commissive
What shall we do after the volleyball match?,happiness,61,0,1,question
How about going to the Olympic souvenir store to have a look? I remember there is one in the gym.,happiness,61,1,0,directive
That's a good idea. I was thinking of buying some gifts for my family.,happiness,61,2,1,commissive
"Me, too. What did you have in mind?",happiness,61,3,0,question
"I haven't decided yet, but I think the Olympic Mascots are a must.",happiness,61,4,1,inform
"I agree. They're very lovely, especially Huanhuan",happiness,61,5,0,inform
"Is that the red one? That is my favorite, too. Do you know how much they are?",happiness,61,6,1,question
"The five dolls are sold together as a set, and they're priced according to the size.",happiness,61,7,0,inform
"Oh, I see. If I buy more than a set, can I get any discount?",happiness,61,8,1,question
I don't think so. All the souvenirs of the Olympic Games are very hot right now.,happiness,61,9,0,inform
Umm any other ideas?,happiness,61,10,1,question
"There are lots of things, such as postcards, key chains, posters and various arts and crafts.",happiness,61,11,0,inform
It all sounds great. We can go there after the match. I can't wait to see what they have.,happiness,61,12,1,inform
This is the route I thought we could take on our hike on Saturday afternoon.,no emotion,62,0,1,inform
Umm how long is it altogether?,no emotion,62,1,0,question
It’s about six or seven miles. That’s about ten kilometers.,no emotion,62,2,1,inform
"That sounds OK. So, we start here at the car park and walk along the path to the waterfall.",no emotion,62,3,0,inform
Then we turn left and walk up this small hill. The view from the top of the hill is worth the climb. We can eat a snack there.,no emotion,62,4,1,inform
Then we will follow this path down the hill to the old church.,no emotion,62,5,0,inform
"We can spend a few minutes looking around the church. Then, we turn right and walk along this path.",no emotion,62,6,1,inform
This path leads to the cave. Can we look inside the cave?,no emotion,62,7,0,directive
"Yes, we can, but it isn’t very interesting.",no emotion,62,8,1,commissive
Then we turn south and come back to the car park along this path.,no emotion,62,9,0,inform
That’s right.,no emotion,62,10,1,inform
How long do you think it will take us to complete the walk?,no emotion,62,11,0,question
"I think it will take about four hours, including breaks.",no emotion,62,12,1,inform
"That’s fine. Are there signposts along the way, in case we get lost?",no emotion,62,13,0,question
"Yes, there are. They tell us which way to go and how far we have to walk.",no emotion,62,14,1,inform
"Umm, Jenny, are you having a good time?",happiness,63,0,0,question
"Yes, of course. This is a really wonderful party with interesting people and great food.",happiness,63,1,1,inform
I’m glad you are enjoying yourself.,happiness,63,2,0,inform
Thank you for the invitation.,happiness,63,3,1,inform
It’s my pleasure. Can I get you another glass of champagne?,happiness,63,4,0,directive
"Umm, yes, I’d love another glass. You’re a wonderful host. Thank you for everything.",happiness,63,5,1,commissive
It’s my pleasure having you here.,happiness,63,6,0,inform
"Mary, can you tell me how you keep in shape?",no emotion,64,0,0,question
You'll never be in shape until you eat less and take more exercise.,no emotion,64,1,1,inform
"Now, tell me what you often eat.",no emotion,64,2,0,directive
I often eat fish and eggs.,no emotion,64,3,1,commissive
Do you eat a lot of vegetables?,no emotion,64,4,0,question
"Oh yes, and fruits. I love fruits very much.",no emotion,64,5,1,inform
What do you like to drink?,no emotion,64,6,0,question
"Well, I never drink alcohol, coffee or tea.",no emotion,64,7,1,inform
Umm whatever would you like to drink?,no emotion,64,8,0,question
I drink a lot of milk. I drink milk almost every day.,no emotion,64,9,1,inform
How often do you exercise?,no emotion,64,10,0,question
"Well, I walk every day.",no emotion,64,11,1,inform
It's a good diet and a regular exercise.,happiness,64,12,0,inform
"Yes, quite right.",happiness,64,13,1,inform
Do you think people still have faith in the government?,no emotion,65,0,1,question
I don’t think so.,no emotion,65,1,0,inform
Why is that?,no emotion,65,2,1,question
The government will never fulfill their promise.,no emotion,65,3,0,inform
So it is no wonder people cannot keep faith with it.,no emotion,65,4,1,inform
"Hi, taxi. Could you take me to the financial street, please.",no emotion,66,0,0,directive
